delivery_risk,delivery_status,late_delivery_risk,customer_segment,department_name,order_item_profit_ratio,order_item_quantity,order_status,shipping_mode,order_year,order_month,order_day,order_hour,order_minute,order_weekend,ship_year,ship_month,ship_day,ship_hour,ship_minute,ship_weekend
2,Late delivery,1,Consumer,Fan Shop,0.189999998,1,COMPLETE,Standard Class,2017,6,6,9,5,0,2017,6,12,9,5,0
1,Late delivery,1,Consumer,Fan Shop,-0.629999995,1,COMPLETE,First Class,2017,4,20,6,52,0,2017,4,22,6,52,1
-2,Advance shipping,0,Home Office,Fan Shop,-0.029999999,2,ON_HOLD,Standard Class,2016,5,21,21,42,1,2016,5,23,21,42,0
1,Late delivery,1,Corporate,Apparel,0.349999994,4,COMPLETE,First Class,2015,2,1,16,35,1,2015,2,3,16,35,0
0,Shipping on time,0,Consumer,Fan Shop,0.330000013,1,PENDING,Standard Class,2017,9,12,19,28,0,2017,9,16,19,28,1
-2,Advance shipping,0,Corporate,Fan Shop,-1.700000048,1,PENDING_PAYMENT,Standard Class,2015,11,3,20,14,0,2015,11,5,20,14,0
0,Shipping on time,0,Consumer,Apparel,0.219999999,2,COMPLETE,Same Day,2015,3,18,2,41,0,2015,3,18,14,41,0
0,Shipping on time,0,Corporate,Golf,0.310000002,1,COMPLETE,Standard Class,2016,5,18,12,5,0,2016,5,22,12,5,1
1,Late delivery,1,Home Office,Outdoors,0.090000004,4,COMPLETE,Standard Class,2016,6,26,18,51,1,2016,7,1,18,51,0
2,Late delivery,1,Consumer,Apparel,0.449999988,1,COMPLETE,Standard Class,2016,12,4,23,0,1,2016,12,10,23,0,1
-1,Advance shipping,0,Consumer,Apparel,0.360000014,2,CLOSED,Standard Class,2017,4,4,3,3,0,2017,4,7,3,3,0
-2,Advance shipping,0,Consumer,Fan Shop,0.479999989,1,COMPLETE,Standard Class,2016,7,22,3,24,0,2016,7,24,3,24,1
1,Late delivery,1,Consumer,Apparel,0.100000001,1,COMPLETE,Standard Class,2016,7,1,12,43,0,2016,7,6,12,43,0
-1,Advance shipping,0,Consumer,Footwear,0.189999998,5,CLOSED,Standard Class,2017,4,13,16,31,0,2017,4,16,16,31,1
2,Late delivery,1,Consumer,Fan Shop,0.340000004,1,PENDING_PAYMENT,Second Class,2017,8,1,9,43,0,2017,8,5,9,43,1
-1,Advance shipping,0,Home Office,Golf,0.360000014,5,PENDING_PAYMENT,Standard Class,2016,3,29,18,48,0,2016,4,1,18,48,0
1,Late delivery,1,Consumer,Fan Shop,0.460000008,1,PENDING,Standard Class,2017,4,5,23,32,0,2017,4,10,23,32,0
1,Late delivery,1,Corporate,Apparel,0.469999999,1,PENDING,Standard Class,2017,1,19,9,59,0,2017,1,24,9,59,0
3,Late delivery,1,Consumer,Apparel,0.079999998,5,CLOSED,Second Class,2016,8,26,1,47,0,2016,8,31,1,47,0
1,Late delivery,1,Consumer,Apparel,0.449999988,4,PENDING_PAYMENT,Same Day,2015,7,19,17,24,1,2015,7,20,5,24,0
1,Late delivery,1,Consumer,Apparel,-0.029999999,4,PROCESSING,First Class,2017,5,9,3,31,0,2017,5,11,3,31,0
1,Late delivery,1,Home Office,Fan Shop,0.360000014,4,PENDING_PAYMENT,Standard Class,2016,11,16,9,43,0,2016,11,21,9,43,0
-2,Advance shipping,0,Corporate,Fan Shop,0.360000014,1,PENDING_PAYMENT,Standard Class,2015,6,23,3,5,0,2015,6,25,3,5,0
-2,Advance shipping,0,Consumer,Apparel,0.209999993,1,PENDING_PAYMENT,Standard Class,2016,3,17,1,39,0,2016,3,19,1,39,1
1,Late delivery,1,Consumer,Apparel,0.129999995,1,PROCESSING,Same Day,2017,4,5,15,50,0,2017,4,6,3,50,0
1,Late delivery,1,Corporate,Fan Shop,0.01,1,PENDING_PAYMENT,Standard Class,2015,4,29,15,36,0,2015,5,4,15,36,0
0,Shipping on time,0,Consumer,Footwear,0.349999994,2,PENDING_PAYMENT,Second Class,2015,11,9,5,52,0,2015,11,11,5,52,0
1,Late delivery,1,Consumer,Fitness,0.189999998,2,COMPLETE,First Class,2016,6,16,7,39,0,2016,6,18,7,39,1
1,Late delivery,1,Consumer,Outdoors,0.079999998,4,PENDING,First Class,2016,1,31,4,52,1,2016,2,2,4,52,0
1,Late delivery,1,Consumer,Outdoors,0.01,1,PENDING_PAYMENT,Standard Class,2016,1,21,3,8,0,2016,1,26,3,8,0
1,Late delivery,1,Home Office,Apparel,0.109999999,1,COMPLETE,First Class,2017,8,4,7,5,0,2017,8,6,7,5,1
1,Late delivery,1,Corporate,Golf,0.349999994,5,PROCESSING,Standard Class,2016,6,16,13,37,0,2016,6,21,13,37,0
0,Shipping on time,0,Consumer,Fan Shop,0.100000001,1,PENDING,Same Day,2015,3,30,3,43,0,2015,3,30,15,43,0
2,Late delivery,1,Consumer,Footwear,0.159999996,4,CLOSED,Standard Class,2015,9,11,21,53,0,2015,9,17,21,53,0
1,Late delivery,1,Corporate,Fan Shop,0.25999999,5,COMPLETE,First Class,2015,6,16,19,23,0,2015,6,18,19,23,0
2,Late delivery,1,Home Office,Fan Shop,0.119999997,2,PROCESSING,Standard Class,2017,7,30,2,21,1,2017,8,5,2,21,1
-2,Advance shipping,0,Consumer,Fan Shop,0.25999999,1,PENDING_PAYMENT,Standard Class,2015,2,1,9,14,1,2015,2,3,9,14,0
2,Late delivery,1,Consumer,Apparel,0.270000011,2,PENDING_PAYMENT,Standard Class,2015,4,17,16,40,0,2015,4,23,16,40,0
1,Late delivery,1,Consumer,Footwear,-0.200000003,4,PROCESSING,Standard Class,2015,8,28,7,11,0,2015,9,2,7,11,0
-2,Shipping canceled,0,Consumer,Golf,0.360000014,2,SUSPECTED_FRAUD,Standard Class,2015,7,25,21,36,1,2015,7,27,21,36,0
1,Late delivery,1,Corporate,Fan Shop,0.379999995,4,PAYMENT_REVIEW,Standard Class,2016,1,18,8,34,0,2016,1,23,8,34,1
-2,Advance shipping,0,Consumer,Apparel,-0.800000012,1,COMPLETE,Standard Class,2016,9,22,13,7,0,2016,9,24,13,7,1
1,Late delivery,1,Corporate,Footwear,0.349999994,3,CLOSED,First Class,2015,4,26,19,38,1,2015,4,28,19,38,0
2,Late delivery,1,Home Office,Golf,0.439999998,4,CLOSED,Standard Class,2015,3,3,1,50,0,2015,3,9,1,50,0
1,Late delivery,1,Corporate,Fan Shop,0.150000006,2,CLOSED,First Class,2016,7,3,8,51,1,2016,7,5,8,51,0
1,Late delivery,1,Corporate,Golf,0.270000011,4,CLOSED,First Class,2016,4,1,9,31,0,2016,4,3,9,31,1
1,Shipping canceled,0,Corporate,Golf,0.079999998,1,SUSPECTED_FRAUD,Standard Class,2016,10,2,10,39,1,2016,10,7,10,39,0
1,Late delivery,1,Corporate,Apparel,0.310000002,1,PENDING_PAYMENT,First Class,2016,1,4,7,32,0,2016,1,6,7,32,0
1,Late delivery,1,Corporate,Footwear,0.49000001,3,PENDING_PAYMENT,First Class,2017,1,13,21,12,0,2017,1,15,21,12,1
4,Late delivery,1,Consumer,Apparel,0.079999998,1,COMPLETE,Second Class,2015,2,15,2,12,1,2015,2,21,2,12,1
2,Late delivery,1,Consumer,Fan Shop,0.01,1,PENDING_PAYMENT,Standard Class,2015,12,24,4,34,0,2015,12,30,4,34,0
0,Shipping on time,0,Consumer,Apparel,-0.639999986,1,COMPLETE,Same Day,2015,11,28,11,58,1,2015,11,28,23,58,1
0,Shipping canceled,0,Corporate,Fan Shop,0.079999998,1,SUSPECTED_FRAUD,Same Day,2016,4,27,3,10,0,2016,4,27,15,10,0
1,Late delivery,1,Consumer,Golf,0.129999995,1,COMPLETE,First Class,2017,5,27,14,21,1,2017,5,29,14,21,0
-2,Advance shipping,0,Consumer,Fan Shop,0.389999986,1,COMPLETE,Standard Class,2017,8,4,10,35,0,2017,8,6,10,35,1
-1,Advance shipping,0,Home Office,Golf,0.029999999,1,PENDING_PAYMENT,Standard Class,2016,11,29,10,35,0,2016,12,2,10,35,0
1,Late delivery,1,Corporate,Fan Shop,-0.209999993,3,COMPLETE,First Class,2017,8,21,7,14,0,2017,8,23,7,14,0
-2,Advance shipping,0,Corporate,Golf,0.050000001,2,PENDING_PAYMENT,Standard Class,2015,12,26,5,58,1,2015,12,28,5,58,0
0,Shipping on time,0,Consumer,Apparel,0.270000011,1,PROCESSING,Standard Class,2015,6,24,20,4,0,2015,6,28,20,4,1
1,Late delivery,1,Consumer,Apparel,-0.159999996,5,PROCESSING,First Class,2016,3,10,20,3,0,2016,3,12,20,3,1
3,Late delivery,1,Consumer,Fitness,0.059999999,1,PENDING,Second Class,2015,4,4,6,0,1,2015,4,9,6,0,0
1,Late delivery,1,Corporate,Fan Shop,0.469999999,1,PROCESSING,First Class,2015,10,15,21,29,0,2015,10,17,21,29,1
1,Late delivery,1,Consumer,Footwear,0.310000002,3,PENDING,First Class,2017,4,27,8,26,0,2017,4,29,8,26,1
-1,Advance shipping,0,Corporate,Apparel,0.25999999,1,CLOSED,Standard Class,2016,12,15,4,57,0,2016,12,18,4,57,1
0,Shipping on time,0,Corporate,Golf,0.159999996,4,PENDING_PAYMENT,Standard Class,2015,7,13,9,0,0,2015,7,17,9,0,0
1,Late delivery,1,Consumer,Apparel,0.25999999,3,CLOSED,Standard Class,2015,4,10,7,23,0,2015,4,15,7,23,0
2,Late delivery,1,Corporate,Apparel,0.349999994,1,PENDING_PAYMENT,Standard Class,2015,8,25,9,28,0,2015,8,31,9,28,0
4,Late delivery,1,Consumer,Apparel,0.479999989,1,CLOSED,Second Class,2015,12,24,16,50,0,2015,12,30,16,50,0
-1,Advance shipping,0,Corporate,Golf,0.379999995,3,PROCESSING,Standard Class,2017,4,15,22,49,1,2017,4,18,22,49,0
2,Late delivery,1,Corporate,Outdoors,0.0,3,PROCESSING,Standard Class,2015,11,3,12,53,0,2015,11,9,12,53,0
0,Shipping on time,0,Consumer,Golf,0.340000004,5,ON_HOLD,Standard Class,2016,10,2,3,18,1,2016,10,6,3,18,0
0,Shipping on time,0,Home Office,Fan Shop,0.349999994,1,CLOSED,Standard Class,2017,1,5,7,33,0,2017,1,9,7,33,0
1,Late delivery,1,Consumer,Footwear,0.059999999,4,PENDING_PAYMENT,First Class,2017,3,22,5,20,0,2017,3,24,5,20,0
-1,Advance shipping,0,Consumer,Apparel,-0.180000007,1,CLOSED,Standard Class,2017,5,13,2,28,1,2017,5,16,2,28,0
1,Late delivery,1,Consumer,Fan Shop,-1.299999952,1,COMPLETE,Second Class,2017,5,18,5,5,0,2017,5,21,5,5,1
2,Late delivery,1,Home Office,Fan Shop,0.100000001,1,PROCESSING,Standard Class,2016,12,11,3,54,1,2016,12,17,3,54,1
1,Late delivery,1,Home Office,Footwear,0.419999987,1,CLOSED,First Class,2017,9,4,6,51,0,2017,9,6,6,51,0
1,Late delivery,1,Consumer,Fan Shop,0.189999998,5,PROCESSING,Standard Class,2015,6,5,13,58,0,2015,6,10,13,58,0
-1,Advance shipping,0,Corporate,Fan Shop,-0.200000003,1,PENDING,Standard Class,2017,4,16,9,20,1,2017,4,19,9,20,0
1,Shipping canceled,0,Home Office,Apparel,0.479999989,1,CANCELED,First Class,2016,7,5,18,40,0,2016,7,7,18,40,0
0,Shipping on time,0,Consumer,Fan Shop,0.170000002,4,PENDING_PAYMENT,Same Day,2015,12,16,5,59,0,2015,12,16,17,59,0
2,Late delivery,1,Corporate,Fan Shop,0.289999992,1,PROCESSING,Standard Class,2016,10,3,15,2,0,2016,10,9,15,2,1
2,Late delivery,1,Consumer,Apparel,0.460000008,2,PENDING_PAYMENT,Standard Class,2015,6,6,18,21,1,2015,6,12,18,21,0
4,Late delivery,1,Home Office,Apparel,-0.200000003,5,PENDING_PAYMENT,Second Class,2017,7,7,2,34,0,2017,7,13,2,34,0
0,Shipping on time,0,Consumer,Fan Shop,0.310000002,1,ON_HOLD,Standard Class,2015,3,31,15,48,0,2015,4,4,15,48,1
2,Late delivery,1,Consumer,Fan Shop,0.100000001,1,PENDING,Standard Class,2017,5,16,13,51,0,2017,5,22,13,51,0
2,Late delivery,1,Corporate,Outdoors,0.209999993,5,PENDING_PAYMENT,Standard Class,2015,7,29,7,35,0,2015,8,4,7,35,0
2,Late delivery,1,Consumer,Apparel,0.300000012,1,PENDING,Standard Class,2017,12,12,15,18,0,2017,12,18,15,18,0
3,Late delivery,1,Consumer,Footwear,0.109999999,3,PENDING_PAYMENT,Second Class,2016,1,21,10,8,0,2016,1,26,10,8,0
2,Late delivery,1,Consumer,Footwear,0.479999989,4,CLOSED,Standard Class,2015,12,29,5,26,0,2016,1,4,5,26,0
-1,Shipping canceled,0,Consumer,Fan Shop,-1.549999952,1,CANCELED,Standard Class,2015,5,28,10,49,0,2015,5,31,10,49,1
1,Late delivery,1,Consumer,Fan Shop,0.150000006,4,PROCESSING,Standard Class,2016,9,15,21,1,0,2016,9,20,21,1,0
2,Late delivery,1,Consumer,Outdoors,0.109999999,2,PENDING_PAYMENT,Standard Class,2015,8,20,13,51,0,2015,8,26,13,51,0
2,Late delivery,1,Consumer,Footwear,0.289999992,1,CLOSED,Second Class,2015,7,30,9,9,0,2015,8,3,9,9,0
1,Late delivery,1,Consumer,Fan Shop,0.289999992,2,PENDING,First Class,2017,1,20,14,42,0,2017,1,22,14,42,1
1,Late delivery,1,Consumer,Golf,0.0,3,ON_HOLD,Standard Class,2016,12,11,3,33,1,2016,12,16,3,33,0
-1,Advance shipping,0,Corporate,Fan Shop,0.180000007,1,PENDING_PAYMENT,Standard Class,2016,3,2,13,25,0,2016,3,5,13,25,1
1,Late delivery,1,Consumer,Footwear,0.340000004,5,CLOSED,Standard Class,2016,11,3,13,25,0,2016,11,8,13,25,0
-1,Advance shipping,0,Consumer,Apparel,0.449999988,1,COMPLETE,Standard Class,2016,10,17,23,4,0,2016,10,20,23,4,0
1,Late delivery,1,Corporate,Apparel,0.079999998,1,PENDING_PAYMENT,Standard Class,2017,3,7,17,6,0,2017,3,12,17,6,1
-2,Advance shipping,0,Corporate,Apparel,0.379999995,1,PAYMENT_REVIEW,Standard Class,2016,8,23,11,25,0,2016,8,25,11,25,0
3,Late delivery,1,Consumer,Apparel,-0.180000007,1,PENDING_PAYMENT,Second Class,2017,8,15,3,23,0,2017,8,20,3,23,1
2,Late delivery,1,Consumer,Fan Shop,0.129999995,1,ON_HOLD,Standard Class,2015,10,11,21,51,1,2015,10,17,21,51,1
2,Late delivery,1,Corporate,Golf,0.090000004,2,COMPLETE,Second Class,2017,4,12,0,35,0,2017,4,16,0,35,1
1,Late delivery,1,Corporate,Fan Shop,0.159999996,1,PROCESSING,Same Day,2015,3,2,13,34,0,2015,3,3,1,34,0
1,Late delivery,1,Home Office,Footwear,0.349999994,4,PENDING_PAYMENT,First Class,2015,3,11,15,8,0,2015,3,13,15,8,0
-1,Advance shipping,0,Home Office,Golf,0.330000013,1,COMPLETE,Standard Class,2015,4,23,20,30,0,2015,4,26,20,30,1
1,Late delivery,1,Home Office,Outdoors,0.129999995,5,COMPLETE,Standard Class,2015,5,10,17,51,1,2015,5,15,17,51,0
2,Late delivery,1,Corporate,Fan Shop,-0.800000012,1,PENDING_PAYMENT,Standard Class,2017,8,4,8,29,0,2017,8,10,8,29,0
1,Late delivery,1,Corporate,Apparel,0.360000014,3,COMPLETE,Standard Class,2015,11,8,15,9,1,2015,11,13,15,9,0
-2,Advance shipping,0,Corporate,Fan Shop,-0.200000003,1,PENDING_PAYMENT,Standard Class,2015,2,10,20,57,0,2015,2,12,20,57,0
1,Late delivery,1,Consumer,Golf,0.419999987,5,COMPLETE,Second Class,2015,9,16,18,12,0,2015,9,19,18,12,1
1,Late delivery,1,Consumer,Fan Shop,0.159999996,1,PENDING_PAYMENT,Standard Class,2015,7,22,15,50,0,2015,7,27,15,50,0
0,Shipping on time,0,Consumer,Apparel,0.01,4,PENDING_PAYMENT,Second Class,2015,8,6,17,23,0,2015,8,8,17,23,1
-1,Advance shipping,0,Home Office,Fan Shop,0.059999999,5,CLOSED,Standard Class,2015,7,6,19,0,0,2015,7,9,19,0,0
1,Late delivery,1,Corporate,Fan Shop,-0.769999981,1,CLOSED,First Class,2016,4,14,8,37,0,2016,4,16,8,37,1
-2,Advance shipping,0,Corporate,Apparel,0.340000004,1,CLOSED,Standard Class,2015,1,4,5,4,1,2015,1,6,5,4,0
-2,Advance shipping,0,Consumer,Fitness,0.289999992,1,PENDING,Standard Class,2017,12,4,18,28,0,2017,12,6,18,28,0
-2,Advance shipping,0,Corporate,Fan Shop,0.349999994,1,COMPLETE,Standard Class,2015,5,1,17,20,0,2015,5,3,17,20,1
0,Shipping on time,0,Consumer,Fan Shop,0.25999999,4,COMPLETE,Second Class,2017,7,26,18,8,0,2017,7,28,18,8,0
-1,Advance shipping,0,Consumer,Fan Shop,0.109999999,1,PROCESSING,Standard Class,2016,8,20,6,41,1,2016,8,23,6,41,0
1,Late delivery,1,Home Office,Apparel,0.029999999,1,CLOSED,First Class,2015,10,6,7,19,0,2015,10,8,7,19,0
-1,Advance shipping,0,Consumer,Apparel,-1.700000048,1,PROCESSING,Standard Class,2017,1,10,4,34,0,2017,1,13,4,34,0
0,Shipping on time,0,Home Office,Footwear,0.230000004,4,COMPLETE,Second Class,2016,5,28,9,37,1,2016,5,30,9,37,0
4,Late delivery,1,Corporate,Footwear,0.49000001,3,PENDING_PAYMENT,Second Class,2017,10,1,16,6,1,2017,10,7,16,6,1
0,Shipping on time,0,Consumer,Fan Shop,0.129999995,1,CLOSED,Standard Class,2015,9,4,7,0,0,2015,9,8,7,0,0
0,Shipping canceled,0,Home Office,Footwear,-1.549999952,2,CANCELED,Second Class,2016,6,9,5,23,0,2016,6,11,5,23,1
0,Shipping canceled,0,Home Office,Fitness,0.090000004,2,SUSPECTED_FRAUD,Standard Class,2016,7,24,19,10,1,2016,7,28,19,10,0
0,Shipping on time,0,Home Office,Apparel,0.180000007,1,PROCESSING,Standard Class,2016,11,22,21,16,0,2016,11,26,21,16,1
0,Shipping on time,0,Corporate,Apparel,0.280000001,1,CLOSED,Standard Class,2015,8,11,11,57,0,2015,8,15,11,57,1
-2,Advance shipping,0,Consumer,Fitness,0.289999992,2,PROCESSING,Standard Class,2017,5,13,16,8,1,2017,5,15,16,8,0
1,Late delivery,1,Consumer,Footwear,0.109999999,2,COMPLETE,First Class,2016,3,10,4,17,0,2016,3,12,4,17,1
1,Late delivery,1,Consumer,Footwear,-0.170000002,3,PENDING_PAYMENT,First Class,2015,2,12,19,12,0,2015,2,14,19,12,1
4,Late delivery,1,Consumer,Fan Shop,0.469999999,5,PENDING_PAYMENT,Second Class,2016,3,18,5,20,0,2016,3,24,5,20,0
0,Shipping on time,0,Corporate,Apparel,0.219999999,5,COMPLETE,Second Class,2016,3,16,2,53,0,2016,3,18,2,53,0
0,Shipping on time,0,Consumer,Apparel,0.460000008,1,PENDING_PAYMENT,Same Day,2016,9,15,6,39,0,2016,9,15,18,39,0
4,Late delivery,1,Consumer,Apparel,0.330000013,1,ON_HOLD,Second Class,2017,3,15,9,23,0,2017,3,21,9,23,0
1,Late delivery,1,Home Office,Apparel,0.49000001,1,PENDING,Standard Class,2015,11,26,0,3,0,2015,12,1,0,3,0
1,Late delivery,1,Corporate,Apparel,0.460000008,1,CLOSED,Standard Class,2017,11,6,6,36,0,2017,11,11,6,36,1
2,Late delivery,1,Consumer,Fan Shop,0.400000006,1,PROCESSING,Standard Class,2017,5,15,22,5,0,2017,5,21,22,5,1
1,Late delivery,1,Home Office,Apparel,0.360000014,1,COMPLETE,Same Day,2017,12,17,18,37,1,2017,12,18,6,37,0
1,Late delivery,1,Corporate,Fan Shop,0.25,1,COMPLETE,First Class,2016,10,8,13,27,1,2016,10,10,13,27,0
-2,Advance shipping,0,Corporate,Apparel,0.289999992,1,COMPLETE,Standard Class,2015,9,17,4,22,0,2015,9,19,4,22,1
1,Late delivery,1,Consumer,Apparel,0.449999988,2,COMPLETE,Standard Class,2016,10,23,2,24,1,2016,10,28,2,24,0
-2,Advance shipping,0,Corporate,Fan Shop,-0.100000001,4,COMPLETE,Standard Class,2016,12,26,15,37,0,2016,12,28,15,37,0
-1,Advance shipping,0,Consumer,Fan Shop,-0.699999988,5,PENDING_PAYMENT,Standard Class,2016,10,17,0,18,0,2016,10,20,0,18,0
2,Late delivery,1,Consumer,Golf,0.079999998,5,COMPLETE,Second Class,2017,2,2,1,12,0,2017,2,6,1,12,0
-1,Advance shipping,0,Consumer,Fan Shop,0.330000013,5,PENDING_PAYMENT,Standard Class,2016,9,15,8,3,0,2016,9,18,8,3,1
-1,Advance shipping,0,Consumer,Fan Shop,0.330000013,1,COMPLETE,Standard Class,2015,1,12,23,37,0,2015,1,15,23,37,0
1,Late delivery,1,Corporate,Fan Shop,0.0,1,COMPLETE,First Class,2015,2,7,21,8,1,2015,2,9,21,8,0
2,Late delivery,1,Home Office,Outdoors,0.469999999,1,CLOSED,Standard Class,2015,12,5,5,7,1,2015,12,11,5,7,0
0,Shipping on time,0,Home Office,Fitness,0.180000007,1,ON_HOLD,Standard Class,2016,8,10,22,49,0,2016,8,14,22,49,1
0,Shipping on time,0,Consumer,Fan Shop,0.01,1,PENDING,Standard Class,2016,10,21,15,1,0,2016,10,25,15,1,0
1,Late delivery,1,Consumer,Fan Shop,0.360000014,1,COMPLETE,Second Class,2017,4,8,17,24,1,2017,4,11,17,24,0
1,Late delivery,1,Home Office,Apparel,0.469999999,1,PENDING,Second Class,2017,2,24,14,8,0,2017,2,27,14,8,0
2,Late delivery,1,Corporate,Technology,0.100000001,1,PENDING_PAYMENT,Standard Class,2017,10,31,9,3,0,2017,11,6,9,3,0
3,Late delivery,1,Corporate,Fan Shop,0.460000008,1,COMPLETE,Second Class,2016,6,20,10,27,0,2016,6,25,10,27,1
1,Late delivery,1,Consumer,Golf,0.349999994,1,COMPLETE,First Class,2017,2,13,4,31,0,2017,2,15,4,31,0
1,Late delivery,1,Home Office,Footwear,-0.280000001,5,CLOSED,First Class,2017,6,4,9,5,1,2017,6,6,9,5,0
3,Late delivery,1,Corporate,Fan Shop,0.109999999,1,PENDING,Second Class,2015,11,18,20,23,0,2015,11,23,20,23,0
1,Late delivery,1,Consumer,Fan Shop,0.330000013,1,COMPLETE,Second Class,2016,5,24,20,8,0,2016,5,27,20,8,0
1,Late delivery,1,Corporate,Fan Shop,0.140000001,1,COMPLETE,Standard Class,2017,2,26,19,23,1,2017,3,3,19,23,0
0,Shipping on time,0,Home Office,Apparel,0.25999999,5,ON_HOLD,Standard Class,2017,5,14,19,6,1,2017,5,18,19,6,0
-1,Advance shipping,0,Corporate,Fan Shop,0.079999998,1,PENDING,Standard Class,2015,3,25,12,19,0,2015,3,28,12,19,1
4,Late delivery,1,Corporate,Fan Shop,0.180000007,1,ON_HOLD,Second Class,2017,1,21,11,23,1,2017,1,27,11,23,0
1,Late delivery,1,Home Office,Fan Shop,0.330000013,1,COMPLETE,First Class,2016,7,5,18,19,0,2016,7,7,18,19,0
2,Late delivery,1,Home Office,Apparel,0.330000013,4,PENDING,Standard Class,2015,10,22,22,21,0,2015,10,28,22,21,0
2,Late delivery,1,Home Office,Outdoors,0.360000014,3,PENDING_PAYMENT,Standard Class,2016,10,28,7,7,0,2016,11,3,7,7,0
4,Late delivery,1,Consumer,Fan Shop,-0.109999999,1,PENDING_PAYMENT,Second Class,2015,3,13,7,4,0,2015,3,19,7,4,0
1,Late delivery,1,Consumer,Fan Shop,0.310000002,5,PENDING_PAYMENT,First Class,2015,7,7,12,52,0,2015,7,9,12,52,0
2,Late delivery,1,Consumer,Golf,0.100000001,3,PROCESSING,Standard Class,2015,4,19,17,42,1,2015,4,25,17,42,1
2,Late delivery,1,Consumer,Fan Shop,0.0,1,PENDING_PAYMENT,Standard Class,2018,1,14,6,19,1,2018,1,20,6,19,1
2,Late delivery,1,Corporate,Golf,0.209999993,1,COMPLETE,Second Class,2015,12,17,12,28,0,2015,12,21,12,28,0
0,Shipping on time,0,Home Office,Golf,0.07,4,CLOSED,Second Class,2017,9,8,4,24,0,2017,9,10,4,24,1
-1,Advance shipping,0,Consumer,Golf,0.129999995,2,COMPLETE,Standard Class,2015,5,10,18,54,1,2015,5,13,18,54,0
1,Late delivery,1,Home Office,Fan Shop,0.330000013,1,COMPLETE,First Class,2017,3,20,17,36,0,2017,3,22,17,36,0
-1,Advance shipping,0,Home Office,Fan Shop,0.239999995,1,PENDING,Standard Class,2017,3,17,16,23,0,2017,3,20,16,23,0
0,Shipping on time,0,Consumer,Fan Shop,0.050000001,1,PENDING,Standard Class,2016,4,4,13,32,0,2016,4,8,13,32,0
1,Late delivery,1,Consumer,Fan Shop,0.079999998,1,COMPLETE,Standard Class,2016,11,21,7,5,0,2016,11,26,7,5,1
2,Shipping canceled,0,Consumer,Footwear,0.479999989,4,SUSPECTED_FRAUD,Standard Class,2016,8,30,2,28,0,2016,9,5,2,28,0
4,Late delivery,1,Consumer,Footwear,0.479999989,3,PENDING_PAYMENT,Second Class,2016,4,25,4,14,0,2016,5,1,4,14,1
0,Shipping on time,0,Corporate,Fan Shop,-0.670000017,1,COMPLETE,Second Class,2015,9,18,22,24,0,2015,9,20,22,24,1
2,Late delivery,1,Consumer,Fan Shop,0.109999999,3,PENDING,Standard Class,2015,5,8,3,9,0,2015,5,14,3,9,0
1,Late delivery,1,Consumer,Fitness,0.280000001,5,COMPLETE,First Class,2016,5,24,19,46,0,2016,5,26,19,46,0
1,Late delivery,1,Consumer,Golf,0.449999988,4,PROCESSING,First Class,2015,8,12,13,52,0,2015,8,14,13,52,0
-1,Advance shipping,0,Consumer,Apparel,0.280000001,5,PENDING,Standard Class,2017,3,8,11,40,0,2017,3,11,11,40,1
1,Late delivery,1,Corporate,Fan Shop,0.340000004,1,PROCESSING,Same Day,2016,4,26,19,49,0,2016,4,27,7,49,0
0,Shipping on time,0,Corporate,Fan Shop,0.330000013,1,COMPLETE,Second Class,2015,7,24,1,49,0,2015,7,26,1,49,1
0,Shipping on time,0,Consumer,Fan Shop,0.479999989,1,PENDING_PAYMENT,Standard Class,2015,5,27,21,10,0,2015,5,31,21,10,1
-2,Advance shipping,0,Corporate,Golf,0.460000008,4,PENDING,Standard Class,2017,2,12,19,45,1,2017,2,14,19,45,0
0,Shipping on time,0,Home Office,Apparel,0.449999988,3,PENDING_PAYMENT,Standard Class,2016,9,7,23,29,0,2016,9,11,23,29,1
0,Shipping on time,0,Consumer,Golf,0.340000004,3,PROCESSING,Second Class,2016,12,1,13,2,0,2016,12,3,13,2,1
-2,Advance shipping,0,Consumer,Outdoors,0.109999999,2,COMPLETE,Standard Class,2016,2,5,6,26,0,2016,2,7,6,26,1
2,Late delivery,1,Home Office,Fan Shop,0.100000001,5,PENDING_PAYMENT,Standard Class,2016,4,25,12,59,0,2016,5,1,12,59,1
2,Shipping canceled,0,Consumer,Apparel,0.469999999,1,SUSPECTED_FRAUD,Standard Class,2015,1,13,2,26,0,2015,1,19,2,26,0
1,Late delivery,1,Corporate,Apparel,-0.029999999,1,COMPLETE,First Class,2015,8,21,8,47,0,2015,8,23,8,47,1
1,Late delivery,1,Corporate,Fitness,0.439999998,2,PENDING_PAYMENT,First Class,2015,2,10,16,3,0,2015,2,12,16,3,0
1,Late delivery,1,Corporate,Footwear,0.340000004,5,PENDING,First Class,2015,7,22,17,35,0,2015,7,24,17,35,0
0,Shipping on time,0,Home Office,Fan Shop,-1.5,1,CLOSED,Second Class,2015,7,15,2,21,0,2015,7,17,2,21,0
1,Late delivery,1,Consumer,Footwear,0.5,1,COMPLETE,Same Day,2017,6,29,19,44,0,2017,6,30,7,44,0
1,Late delivery,1,Home Office,Golf,0.280000001,1,PENDING_PAYMENT,Standard Class,2017,4,8,16,21,1,2017,4,13,16,21,0
